variable,dummyVariable,typeEnd,databaseStart,variableStart,typeStart,recEnd,numValidCat,catLabel,catLabelLong,units,recStart,catStartLabel,variableStartShortLabel,variableStartLabel,notes
energy_exp_cat3,energy_exp_cat3_1,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2019_2020_p, cchs2001_m, cchs2003_m, cchs2005_m, cchs2007_2008_m, cchs2009_2010_m, cchs2009_m, cchs2010_m, cchs2011_2012_m, cchs2012_m, cchs2013_2014_m, cchs2015_2016_m, cchs2017_2018_m, cchs2019_2020_m, cchs2021_m",DerivedVar::[energy_exp],cat,1,3,Inactive,Inactive (< 1.5 kcal/kg/day),N/A,N/A,Inactive,Categorical physical activity,"Categorical physical activity (Inactive, Moderately active, Active)",
energy_exp_cat3,energy_exp_cat3_2,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2019_2020_p, cchs2001_m, cchs2003_m, cchs2005_m, cchs2007_2008_m, cchs2009_2010_m, cchs2009_m, cchs2010_m, cchs2011_2012_m, cchs2012_m, cchs2013_2014_m, cchs2015_2016_m, cchs2017_2018_m, cchs2019_2020_m, cchs2021_m",DerivedVar::[energy_exp],cat,2,3,Moderately active,Moderately active (1.5 - < 3.0 kcal/kg/day),N/A,N/A,Moderately active,Categorical physical activity,"Categorical physical activity (Inactive, Moderately active, Active)",
energy_exp_cat3,energy_exp_cat3_3,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2019_2020_p, cchs2001_m, cchs2003_m, cchs2005_m, cchs2007_2008_m, cchs2009_2010_m, cchs2009_m, cchs2010_m, cchs2011_2012_m, cchs2012_m, cchs2013_2014_m, cchs2015_2016_m, cchs2017_2018_m, cchs2019_2020_m, cchs2021_m",DerivedVar::[energy_exp],cat,3,3,Active,Active (>= 3.0 kcal/kg/day),N/A,N/A,Active,Categorical physical activity,"Categorical physical activity (Inactive, Moderately active, Active)",
energy_exp_cat3,energy_exp_cat3_NAa,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2019_2020_p, cchs2001_m, cchs2003_m, cchs2005_m, cchs2007_2008_m, cchs2009_2010_m, cchs2009_m, cchs2010_m, cchs2011_2012_m, cchs2012_m, cchs2013_2014_m, cchs2015_2016_m, cchs2017_2018_m, cchs2019_2020_m, cchs2021_m",DerivedVar::[energy_exp],cat,NA::a,3,not applicable,not applicable,N/A,N/A,not applicable,Categorical physical activity,"Categorical physical activity (Inactive, Moderately active, Active)",
energy_exp_cat3,energy_exp_cat3_NAb,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2019_2020_p, cchs2001_m, cchs2003_m, cchs2005_m, cchs2007_2008_m, cchs2009_2010_m, cchs2009_m, cchs2010_m, cchs2011_2012_m, cchs2012_m, cchs2013_2014_m, cchs2015_2016_m, cchs2017_2018_m, cchs2019_2020_m, cchs2021_m",DerivedVar::[energy_exp],cat,NA::b,3,missing,missing,N/A,N/A,missing,Categorical physical activity,"Categorical physical activity (Inactive, Moderately active, Active)",
FINF1,FINF1_cat2_1,cat,"cchs2001_p, cchs2003_p","cchs2001_p::FINAF1, cchs2003_p::FINCF1",cat,1,2,Yes,Yes,N/A,1,Yes,Food insecurity 12M,Some food insecurity in past 12 months,
FINF1,FINF1_cat2_2,cat,"cchs2001_p, cchs2003_p","cchs2001_p::FINAF1, cchs2003_p::FINCF1",cat,2,2,No,No,N/A,2,No,Food insecurity 12M,Some food insecurity in past 12 months,
FINF1,FINF1_cat2_NAa,cat,"cchs2001_p, cchs2003_p","cchs2001_p::FINAF1, cchs2003_p::FINCF1",cat,NA::a,2,not applicable,not applicable,N/A,6,not applicable,Food insecurity 12M,Some food insecurity in past 12 months,
FINF1,FINF1_cat2_NAb,cat,"cchs2001_p, cchs2003_p","cchs2001_p::FINAF1, cchs2003_p::FINCF1",cat,NA::b,2,missing,missing,N/A,"[7,9]",don't know (7); refusal (8); not stated (9),Food insecurity 12M,Some food insecurity in past 12 months,
FINF1,FINF1_cat2_NAb,cat,"cchs2001_p, cchs2003_p","cchs2001_p::FINAF1, cchs2003_p::FINCF1",cat,NA::b,2,missing,missing,N/A,else,else,Food insecurity 12M,Some food insecurity in past 12 months,
FLU_160,FLU_160_cat2_1,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_m, cchs2010_m, cchs2012_m","cchs2001_p::FLUA_160, cchs2003_p::FLUC_160, cchs2005_p::FLUE_160, cchs2015_2016_p::FLU_005, cchs2017_2018_p::FLU_005, [FLU_160]",cat,1,2,Yes,Yes,N/A,1,Yes,Ever had a flu shot,Have you ever had a flu shot?,
FLU_160,FLU_160_cat2_2,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_m, cchs2010_m, cchs2012_m","cchs2001_p::FLUA_160, cchs2003_p::FLUC_160, cchs2005_p::FLUE_160, cchs2015_2016_p::FLU_005, cchs2017_2018_p::FLU_005, [FLU_160]",cat,2,2,No,No,N/A,2,No,Ever had a flu shot,Have you ever had a flu shot?,
FLU_160,FLU_160_cat2_NAa,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_m, cchs2010_m, cchs2012_m","cchs2001_p::FLUA_160, cchs2003_p::FLUC_160, cchs2005_p::FLUE_160, cchs2015_2016_p::FLU_005, cchs2017_2018_p::FLU_005, [FLU_160]",cat,NA::a,2,not applicable,not applicable,N/A,6,not applicable,Ever had a flu shot,Have you ever had a flu shot?,
FLU_160,FLU_160_cat2_NAb,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_m, cchs2010_m, cchs2012_m","cchs2001_p::FLUA_160, cchs2003_p::FLUC_160, cchs2005_p::FLUE_160, cchs2015_2016_p::FLU_005, cchs2017_2018_p::FLU_005, [FLU_160]",cat,NA::b,2,missing,missing,N/A,"[7,9]",don't know (7); refusal (8); not stated (9),Ever had a flu shot,Have you ever had a flu shot?,
FLU_160,FLU_160_cat2_NAb,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_m, cchs2010_m, cchs2012_m","cchs2001_p::FLUA_160, cchs2003_p::FLUC_160, cchs2005_p::FLUE_160, cchs2015_2016_p::FLU_005, cchs2017_2018_p::FLU_005, [FLU_160]",cat,NA::b,2,missing,missing,N/A,else,else,Ever had a flu shot,Have you ever had a flu shot?,
FLU_162,FLU_162_cat3_1,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_m, cchs2010_m, cchs2012_m","cchs2001_p::FLUA_162, cchs2003_p::FLUC_162, cchs2005_p::FLUE_162, cchs2015_2016_p::FLU_010, cchs2017_2018_p::FLU_010, [FLU_162]",cat,1,3,<1 year ago,<1 year ago,N/A,1,<1 year ago,Last time had flu shot,When did you have your last flu shot?,
FLU_162,FLU_162_cat3_2,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_m, cchs2010_m, cchs2012_m","cchs2001_p::FLUA_162, cchs2003_p::FLUC_162, cchs2005_p::FLUE_162, cchs2015_2016_p::FLU_010, cchs2017_2018_p::FLU_010, [FLU_162]",cat,2,3,1-<2 years ago,1-<2 years ago,N/A,2,1-<2 years ago,Last time had flu shot,When did you have your last flu shot?,
FLU_162,FLU_162_cat3_3,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_m, cchs2010_m, cchs2012_m","cchs2001_p::FLUA_162, cchs2003_p::FLUC_162, cchs2005_p::FLUE_162, cchs2015_2016_p::FLU_010, cchs2017_2018_p::FLU_010, [FLU_162]",cat,3,3,2 years ago or more,2 years ago or more,N/A,3,2 years ago or more,Last time had flu shot,When did you have your last flu shot?,
FLU_162,FLU_162_cat3_NAa,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_m, cchs2010_m, cchs2012_m","cchs2001_p::FLUA_162, cchs2003_p::FLUC_162, cchs2005_p::FLUE_162, cchs2015_2016_p::FLU_010, cchs2017_2018_p::FLU_010, [FLU_162]",cat,NA::a,3,not applicable,not applicable,N/A,6,not applicable,Last time had flu shot,When did you have your last flu shot?,
FLU_162,FLU_162_cat3_NAb,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_m, cchs2010_m, cchs2012_m","cchs2001_p::FLUA_162, cchs2003_p::FLUC_162, cchs2005_p::FLUE_162, cchs2015_2016_p::FLU_010, cchs2017_2018_p::FLU_010, [FLU_162]",cat,NA::b,3,missing,missing,N/A,"[7,9]",don't know (7); refusal (8); not stated (9),Last time had flu shot,When did you have your last flu shot?,
FLU_162,FLU_162_cat3_NAb,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_m, cchs2010_m, cchs2012_m","cchs2001_p::FLUA_162, cchs2003_p::FLUC_162, cchs2005_p::FLUE_162, cchs2015_2016_p::FLU_010, cchs2017_2018_p::FLU_010, [FLU_162]",cat,NA::b,3,missing,missing,N/A,else,else,Last time had flu shot,When did you have your last flu shot?,
food_insecurity_der,food_insecurity_der_cat2_1,cat,"cchs2001_p, cchs2003_p","cchs2001_p::FINAF1, cchs2003_p::FINCF1",cat,1,2,No food insecurity,No food insecurity in the last 12 months,N/A,2,No food insecurity in the last 12 months,Food insecurity 12M,Derived food insecurity,
food_insecurity_der,food_insecurity_der_cat2_2,cat,"cchs2001_p, cchs2003_p","cchs2001_p::FINAF1, cchs2003_p::FINCF1",cat,2,2,Food insecurity,Food insecurity in the last 12 months,N/A,1,Food insecurity in the last 12 months,Food insecurity 12M,Derived food insecurity,
food_insecurity_der,food_insecurity_der_cat2_NAa,cat,"cchs2001_p, cchs2003_p","cchs2001_p::FINAF1, cchs2003_p::FINCF1",cat,NA::a,2,not applicable,not applicable,N/A,6,not applicable,Food insecurity 12M,Derived food insecurity,
food_insecurity_der,food_insecurity_der_cat2_NAb,cat,"cchs2001_p, cchs2003_p","cchs2001_p::FINAF1, cchs2003_p::FINCF1",cat,NA::b,2,missing,missing,N/A,"[7,9]",don't know (7); refusal (8); not stated (9),Food insecurity 12M,Derived food insecurity,
food_insecurity_der,food_insecurity_der_cat2_NAb,cat,"cchs2001_p, cchs2003_p","cchs2001_p::FINAF1, cchs2003_p::FINCF1",cat,NA::b,2,missing,missing,N/A,else,else,Food insecurity 12M,Derived food insecurity,
food_insecurity_der,food_insecurity_der_cat2_1,cat,cchs2005_p,[FSCEDHFS],cat,1,2,No food insecurity,No food insecurity in the last 12 months,N/A,0,No food insecurity in the last 12 months,Food insecurity 12M,Derived food insecurity,
food_insecurity_der,food_insecurity_der_cat2_2,cat,cchs2005_p,[FSCEDHFS],cat,2,2,Food insecurity,Food insecurity in the last 12 months,N/A,1,Food insecurity in the last 12 months,Food insecurity 12M,Derived food insecurity,
food_insecurity_der,food_insecurity_der_cat2_2,cat,cchs2005_p,[FSCEDHFS],cat,2,2,Food insecurity,Food insecurity in the last 12 months,N/A,2,Food insecurity in the last 12 months,Food insecurity 12M,Derived food insecurity,
food_insecurity_der,food_insecurity_der_cat2_2,cat,cchs2005_p,[FSCEDHFS],cat,2,2,Food insecurity,Food insecurity in the last 12 months,N/A,3,Food insecurity in the last 12 months,Food insecurity 12M,Derived food insecurity,
food_insecurity_der,food_insecurity_der_cat2_NAa,cat,cchs2005_p,[FSCEDHFS],cat,NA::a,2,not applicable,not applicable,N/A,6,not applicable,Food insecurity 12M,Derived food insecurity,
food_insecurity_der,food_insecurity_der_cat2_NAb,cat,cchs2005_p,[FSCEDHFS],cat,NA::b,2,missing,missing,N/A,"[7,9]",don't know (7); refusal (8); not stated (9),Food insecurity 12M,Derived food insecurity,
food_insecurity_der,food_insecurity_der_cat2_NAb,cat,cchs2005_p,[FSCEDHFS],cat,NA::b,2,missing,missing,N/A,else,else,Food insecurity 12M,Derived food insecurity,
food_insecurity_der,food_insecurity_der_cat2_1,cat,"cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_m, cchs2010_m, cchs2012_m","cchs2015_2016_p::FSCDVHFS, cchs2017_2018_p::FSCDVHFS, [FSCDHFS2]",cat,1,2,No food insecurity,No food insecurity in the last 12 months,N/A,0,No food insecurity in the last 12 months,Food insecurity 12M,Derived food insecurity,
food_insecurity_der,food_insecurity_der_cat2_2,cat,"cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_m, cchs2010_m, cchs2012_m","cchs2015_2016_p::FSCDVHFS, cchs2017_2018_p::FSCDVHFS, [FSCDHFS2]",cat,2,2,Food insecurity,Food insecurity in the last 12 months,N/A,1,Food insecurity in the last 12 months,Food insecurity 12M,Derived food insecurity,
food_insecurity_der,food_insecurity_der_cat2_2,cat,"cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_m, cchs2010_m, cchs2012_m","cchs2015_2016_p::FSCDVHFS, cchs2017_2018_p::FSCDVHFS, [FSCDHFS2]",cat,2,2,Food insecurity,Food insecurity in the last 12 months,N/A,2,Food insecurity in the last 12 months,Food insecurity 12M,Derived food insecurity,
food_insecurity_der,food_insecurity_der_cat2_NAa,cat,"cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_m, cchs2010_m, cchs2012_m","cchs2015_2016_p::FSCDVHFS, cchs2017_2018_p::FSCDVHFS, [FSCDHFS2]",cat,NA::a,2,not applicable,not applicable,N/A,6,not applicable,Food insecurity 12M,Derived food insecurity,
food_insecurity_der,food_insecurity_der_cat2_NAb,cat,"cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_m, cchs2010_m, cchs2012_m","cchs2015_2016_p::FSCDVHFS, cchs2017_2018_p::FSCDVHFS, [FSCDHFS2]",cat,NA::b,2,missing,missing,N/A,"[7,9]",don't know (7); refusal (8); not stated (9),Food insecurity 12M,Derived food insecurity,
food_insecurity_der,food_insecurity_der_cat2_NAb,cat,"cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_m, cchs2010_m, cchs2012_m","cchs2015_2016_p::FSCDVHFS, cchs2017_2018_p::FSCDVHFS, [FSCDHFS2]",cat,NA::b,2,missing,missing,N/A,else,else,Food insecurity 12M,Derived food insecurity,
FSCDHFS,FSCDHFS_cat4_0,cat,cchs2005_p,[FSCEDHFS],cat,0,4,Secure,Secure,N/A,0,Secure,Food security,Household food security status - (D),
FSCDHFS,FSCDHFS_cat4_1,cat,cchs2005_p,[FSCEDHFS],cat,1,4,Without hunger,Without hunger,N/A,1,Without hunger,Food security,Household food security status - (D),
FSCDHFS,FSCDHFS_cat4_2,cat,cchs2005_p,[FSCEDHFS],cat,2,4,W/mod. hunger,With moderate hunger,N/A,2,With moderate hunger,Food security,Household food security status - (D),
FSCDHFS,FSCDHFS_cat4_3,cat,cchs2005_p,[FSCEDHFS],cat,3,4,W/severe hunger,With severe hunger,N/A,3,With severe hunger,Food security,Household food security status - (D),
FSCDHFS,FSCDHFS_cat4_NAa,cat,cchs2005_p,[FSCEDHFS],cat,NA::a,4,not applicable,not applicable,N/A,6,not applicable,Food security,Household food security status - (D),
FSCDHFS,FSCDHFS_cat4_NAb,cat,cchs2005_p,[FSCEDHFS],cat,NA::b,4,missing,missing,N/A,"[7,9]",don't know (7); refusal (8); not stated (9),Food security,Household food security status - (D),
FSCDHFS,FSCDHFS_cat4_NAb,cat,cchs2005_p,[FSCEDHFS],cat,NA::b,4,missing,missing,N/A,else,else,Food security,Household food security status - (D),
FSCDHFS2,FSCDHFS2_cat3_0,cat,"cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_m, cchs2010_m, cchs2012_m","cchs2015_2016_p::FSCDVHFS, cchs2017_2018_p::FSCDVHFS, [FSCDHFS2]",cat,0,3,Food secure,Food secure,N/A,0,Food secure,HC food security,Household food security status - (HC),
FSCDHFS2,FSCDHFS2_cat3_1,cat,"cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_m, cchs2010_m, cchs2012_m","cchs2015_2016_p::FSCDVHFS, cchs2017_2018_p::FSCDVHFS, [FSCDHFS2]",cat,1,3,Mod. food insec.,Mod. food insec.,N/A,1,Moderate food insecurity,HC food security,Household food security status - (HC),
FSCDHFS2,FSCDHFS2_cat3_2,cat,"cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_m, cchs2010_m, cchs2012_m","cchs2015_2016_p::FSCDVHFS, cchs2017_2018_p::FSCDVHFS, [FSCDHFS2]",cat,2,3,Sev. food insec.,Sev. food insec.,N/A,2,Severe food insecurity,HC food security,Household food security status - (HC),
FSCDHFS2,FSCDHFS2_cat3_NAa,cat,"cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_m, cchs2010_m, cchs2012_m","cchs2015_2016_p::FSCDVHFS, cchs2017_2018_p::FSCDVHFS, [FSCDHFS2]",cat,NA::a,3,not applicable,not applicable,N/A,6,not applicable,HC food security,Household food security status - (HC),
FSCDHFS2,FSCDHFS2_cat3_NAb,cat,"cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_m, cchs2010_m, cchs2012_m","cchs2015_2016_p::FSCDVHFS, cchs2017_2018_p::FSCDVHFS, [FSCDHFS2]",cat,NA::b,3,missing,missing,N/A,"[7,9]",don't know (7); refusal (8); not stated (9),HC food security,Household food security status - (HC),
FSCDHFS2,FSCDHFS2_cat3_NAb,cat,"cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_m, cchs2010_m, cchs2012_m","cchs2015_2016_p::FSCDVHFS, cchs2017_2018_p::FSCDVHFS, [FSCDHFS2]",cat,NA::b,3,missing,missing,N/A,else,else,HC food security,Household food security status - (HC),
FVC_1A,FVC_1A_cat5_1,cat,"cchs2001_m, cchs2003_m, cchs2005_m, cchs2007_2008_m, cchs2009_2010_m, cchs2009_m, cchs2010_m, cchs2011_2012_m, cchs2012_m, cchs2013_2014_m","cchs2001_m::FVCA_1A, cchs2003_m::FVCC_1A, cchs2005_m::FVCE_1A, [FVC_1A]",cat,1,5,Per day,Per day,N/A,1,Per day,Drinks fruit juice unit,Drinks fruit juices - reporting unit,
FVC_1A,FVC_1A_cat5_2,cat,"cchs2001_m, cchs2003_m, cchs2005_m, cchs2007_2008_m, cchs2009_2010_m, cchs2009_m, cchs2010_m, cchs2011_2012_m, cchs2012_m, cchs2013_2014_m","cchs2001_m::FVCA_1A, cchs2003_m::FVCC_1A, cchs2005_m::FVCE_1A, [FVC_1A]",cat,2,5,Per week,Per week,N/A,2,Per week,Drinks fruit juice unit,Drinks fruit juices - reporting unit,
FVC_1A,FVC_1A_cat5_3,cat,"cchs2001_m, cchs2003_m, cchs2005_m, cchs2007_2008_m, cchs2009_2010_m, cchs2009_m, cchs2010_m, cchs2011_2012_m, cchs2012_m, cchs2013_2014_m","cchs2001_m::FVCA_1A, cchs2003_m::FVCC_1A, cchs2005_m::FVCE_1A, [FVC_1A]",cat,3,5,Per month,Per month,N/A,3,Per month,Drinks fruit juice unit,Drinks fruit juices - reporting unit,
FVC_1A,FVC_1A_cat5_4,cat,"cchs2001_m, cchs2003_m, cchs2005_m, cchs2007_2008_m, cchs2009_2010_m, cchs2009_m, cchs2010_m, cchs2011_2012_m, cchs2012_m, cchs2013_2014_m","cchs2001_m::FVCA_1A, cchs2003_m::FVCC_1A, cchs2005_m::FVCE_1A, [FVC_1A]",cat,4,5,Per year,Per year,N/A,4,Per year,Drinks fruit juice unit,Drinks fruit juices - reporting unit,
FVC_1A,FVC_1A_cat5_5,cat,"cchs2001_m, cchs2003_m, cchs2005_m, cchs2007_2008_m, cchs2009_2010_m, cchs2009_m, cchs2010_m, cchs2011_2012_m, cchs2012_m, cchs2013_2014_m","cchs2001_m::FVCA_1A, cchs2003_m::FVCC_1A, cchs2005_m::FVCE_1A, [FVC_1A]",cat,5,5,Never,Never,N/A,5,Never,Drinks fruit juice unit,Drinks fruit juices - reporting unit,
FVC_1A,FVC_1A_cat5_NAa,cat,"cchs2001_m, cchs2003_m, cchs2005_m, cchs2007_2008_m, cchs2009_2010_m, cchs2009_m, cchs2010_m, cchs2011_2012_m, cchs2012_m, cchs2013_2014_m","cchs2001_m::FVCA_1A, cchs2003_m::FVCC_1A, cchs2005_m::FVCE_1A, [FVC_1A]",cat,NA::a,5,not applicable,not applicable,N/A,6,not applicable,Drinks fruit juice unit,Drinks fruit juices - reporting unit,
FVC_1A,FVC_1A_cat5_NAb,cat,"cchs2001_m, cchs2003_m, cchs2005_m, cchs2007_2008_m, cchs2009_2010_m, cchs2009_m, cchs2010_m, cchs2011_2012_m, cchs2012_m, cchs2013_2014_m","cchs2001_m::FVCA_1A, cchs2003_m::FVCC_1A, cchs2005_m::FVCE_1A, [FVC_1A]",cat,NA::b,5,missing,missing,N/A,"[7,9]",don't know (7); refusal (8); not stated (9),Drinks fruit juice unit,Drinks fruit juices - reporting unit,
FVC_1A,FVC_1A_cat5_NAb,cat,"cchs2001_m, cchs2003_m, cchs2005_m, cchs2007_2008_m, cchs2009_2010_m, cchs2009_m, cchs2010_m, cchs2011_2012_m, cchs2012_m, cchs2013_2014_m","cchs2001_m::FVCA_1A, cchs2003_m::FVCC_1A, cchs2005_m::FVCE_1A, [FVC_1A]",cat,NA::b,5,missing,missing,N/A,else,else,Drinks fruit juice unit,Drinks fruit juices - reporting unit,
FVC_1B,N/A,cont,"cchs2001_m, cchs2003_m, cchs2005_m, cchs2007_2008_m, cchs2009_2010_m, cchs2009_m, cchs2010_m, cchs2011_2012_m, cchs2012_m, cchs2013_2014_m","cchs2001_m::FVCA_1B, cchs2003_m::FVCC_1B, cchs2005_m::FVCE_1B, [FVC_1B]",cont,copy,N/A,Drinks fruit juices daily,Drinks fruit juices daily,times/day,"[1,20]",Drinks fruit juices - no. of times/day,Drinks fruit juices daily,Drinks fruit juices - no. of times/day,
FVC_1B,N/A,cont,"cchs2001_m, cchs2003_m, cchs2005_m, cchs2007_2008_m, cchs2009_2010_m, cchs2009_m, cchs2010_m, cchs2011_2012_m, cchs2012_m, cchs2013_2014_m","cchs2001_m::FVCA_1B, cchs2003_m::FVCC_1B, cchs2005_m::FVCE_1B, [FVC_1B]",cont,NA::a,N/A,not applicable,not applicable,times/day,96,Not applicable,Drinks fruit juices daily,Drinks fruit juices - no. of times/day,
FVC_1B,N/A,cont,"cchs2001_m, cchs2003_m, cchs2005_m, cchs2007_2008_m, cchs2009_2010_m, cchs2009_m, cchs2010_m, cchs2011_2012_m, cchs2012_m, cchs2013_2014_m","cchs2001_m::FVCA_1B, cchs2003_m::FVCC_1B, cchs2005_m::FVCE_1B, [FVC_1B]",cont,NA::b,N/A,missing,missing,times/day,"[97,99]",don't know (97); refusal (98); not stated (99),Drinks fruit juices daily,Drinks fruit juices - no. of times/day,
FVC_1B,N/A,cont,"cchs2001_m, cchs2003_m, cchs2005_m, cchs2007_2008_m, cchs2009_2010_m, cchs2009_m, cchs2010_m, cchs2011_2012_m, cchs2012_m, cchs2013_2014_m","cchs2001_m::FVCA_1B, cchs2003_m::FVCC_1B, cchs2005_m::FVCE_1B, [FVC_1B]",cont,NA::b,N/A,missing,missing,times/day,else,else,Drinks fruit juices daily,Drinks fruit juices - no. of times/day,
FVC_1C,N/A,cont,"cchs2001_m, cchs2003_m, cchs2005_m, cchs2007_2008_m, cchs2009_2010_m, cchs2009_m, cchs2010_m, cchs2011_2012_m, cchs2012_m, cchs2013_2014_m","cchs2001_m::FVCA_1C, cchs2003_m::FVCC_1C, cchs2005_m::FVCE_1C, [FVC_1C]",cont,copy,N/A,Drinks fruit juices weekly,Drinks fruit juices weekly,times/week,"[1,50]",Drinks fruit juices - no. of times/week,Drinks fruit juices weekly,Drinks fruit juices - no. of times/week,
